srcip,dstip,proto,bytes_r,bytes_r_max,bytes_s,bytes_s_max,first,last,pkts_r,pkts_r_max,pkts_s,pkts_s_max,count,activity,ss_time,service
192.168.1.88,209.237.199.128,6,18010,4503,5169,1293,12:19.3,46:37.7,40,10,44,11,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",2058.412983,twitter
192.168.1.88,209.237.200.128,6,13509,4503,3875,1292,05:31.8,59:27.4,30,10,33,11,3,"['scroll_feed', 'post_tweet', 'post_tweet']",3235.518167,twitter
192.168.1.88,209.237.202.128,6,0,0,720,180,14:30.9,52:29.3,0,0,12,3,4,"['post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",2278.409526,twitter
192.168.1.88,209.237.203.128,6,0,0,180,180,31:17.9,31:20.9,0,0,3,3,1,['post_tweet'],3.009588,twitter
192.168.1.88,216.58.194.142,6,0,0,52,52,47:03.0,47:03.0,0,0,1,1,1,['post_tweet'],0,twitter
192.168.1.88,216.58.194.74,6,873,873,1589,1589,28:07.5,28:07.6,3,3,4,4,1,['scroll_feed'],0.106953,twitter
192.168.1.88,23.1.106.237,6,10026,5013,2118,1059,14:30.8,14:57.0,18,9,20,10,2,"['post_tweet', 'scroll_feed']",26.144736,twitter
192.168.1.88,23.23.142.246,6,7665,7665,1785,1785,28:02.1,28:02.6,9,9,12,12,1,['scroll_feed'],0.456866,twitter
192.168.1.88,31.13.93.35,6,1475,1475,2362,2362,46:38.6,46:39.1,9,9,11,11,1,['post_tweet'],0.504419,twitter
192.168.1.88,31.13.93.63,6,3080,3080,5791,5791,30:47.6,30:48.9,20,20,27,27,1,['scroll_feed'],1.325253,twitter
192.168.1.88,35.186.207.124,6,9214,4607,2577,1289,05:32.2,31:23.3,24,12,22,11,2,"['scroll_feed', 'post_tweet']",1551.126675,twitter
192.168.1.88,35.186.226.218,6,18220,4607,5107,1342,05:32.6,48:24.9,44,12,43,12,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",2572.36027,twitter
192.168.1.88,35.227.244.19,6,27433,4607,7651,1388,05:31.5,52:32.3,68,12,65,13,6,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",2820.800251,twitter
192.168.1.88,35.244.206.129,6,10272,5196,2342,1171,48:25.6,52:01.5,26,13,22,11,2,"['post_tweet', 'scroll_feed']",215.859676,twitter
192.168.1.88,69.195.160.128,6,9007,4504,2590,1295,12:11.5,39:22.2,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",1630.712915,twitter
192.168.1.88,69.195.161.128,6,0,0,120,120,52:01.6,52:02.6,0,0,2,2,1,['scroll_feed'],1.000896,twitter
192.168.1.88,69.195.162.128,6,13509,4503,3883,1295,37:37.5,58:30.6,30,10,33,11,3,"['scroll_feed', 'scroll_feed', 'post_tweet']",1253.072217,twitter
192.168.1.88,69.195.163.128,6,4504,4504,1294,1294,59:24.0,59:24.8,10,10,11,11,1,['post_tweet'],0.773375,twitter
192.168.1.88,69.195.164.128,6,9006,4503,2588,1294,28:35.5,46:39.9,20,10,22,11,2,"['post_tweet', 'post_tweet']",1084.435429,twitter
192.168.1.88,69.195.165.128,6,0,0,840,180,05:37.8,58:57.8,0,0,14,3,5,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed']",3199.932102,twitter
192.168.1.88,69.195.166.128,6,9006,4503,2587,1294,48:00.7,59:26.5,20,10,22,11,2,"['scroll_feed', 'post_tweet']",685.740908,twitter
192.168.1.88,69.195.167.128,6,0,0,240,180,47:04.1,59:04.4,0,0,4,3,2,"['post_tweet', 'scroll_feed']",720.340337,twitter
192.168.1.88,69.195.168.128,6,4388,4388,1294,1294,28:34.0,28:35.2,10,10,11,11,1,['post_tweet'],1.167813,twitter
192.168.1.88,69.195.169.128,6,0,0,480,180,07:23.1,47:31.7,0,0,8,3,3,"['scroll_feed', 'post_tweet', 'post_tweet']",2408.590137,twitter
192.168.1.88,69.195.170.128,6,0,0,180,180,14:56.0,14:59.1,0,0,3,3,1,['scroll_feed'],3.009806,twitter
192.168.1.88,69.195.171.128,6,8778,4389,2590,1296,46:38.2,47:58.3,20,10,22,11,2,"['post_tweet', 'scroll_feed']",80.121757,twitter
192.168.1.88,69.195.172.128,6,9175,4723,3157,1773,05:33.0,47:07.1,23,12,25,13,2,"['scroll_feed', 'post_tweet']",2494.061829,twitter
192.168.1.88,69.195.173.128,6,0,0,120,120,37:15.6,37:16.6,0,0,2,2,1,['post_tweet'],1.003468,twitter
192.168.1.88,69.195.176.128,6,4367,4367,1294,1294,32:10.0,32:11.0,10,10,11,11,1,['post_tweet'],1.01712,twitter
192.168.1.88,69.195.177.128,6,0,0,660,180,28:08.0,58:34.3,0,0,11,3,4,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",1826.235224,twitter
192.168.1.88,69.195.178.128,6,13165,4389,3883,1295,07:21.4,58:31.2,30,10,33,11,3,"['scroll_feed', 'scroll_feed', 'post_tweet']",3069.851391,twitter
192.168.1.88,69.195.179.128,6,18012,4503,5177,1295,28:35.2,59:01.4,40,10,44,11,4,"['post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed']",1826.247887,twitter
192.168.1.88,69.195.180.128,6,18012,4503,5179,1296,15:01.2,48:00.8,40,10,44,11,4,"['scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed']",1979.613316,twitter
192.168.1.88,69.195.181.128,6,13509,4504,3885,1295,31:43.7,52:32.1,30,10,33,11,3,"['post_tweet', 'scroll_feed', 'scroll_feed']",1248.383736,twitter
192.168.1.88,69.195.182.128,6,13568,4503,4236,1295,12:18.9,32:16.1,31,10,36,11,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",1197.264411,twitter
192.168.1.88,69.195.183.128,6,0,0,540,180,07:28.2,51:59.2,0,0,9,3,3,"['scroll_feed', 'post_tweet', 'scroll_feed']",2670.973631,twitter
192.168.1.88,69.195.184.128,6,8946,4579,2832,1537,12:17.0,51:55.8,23,13,24,13,2,"['scroll_feed', 'scroll_feed']",2378.821596,twitter
192.168.1.88,69.195.185.128,6,8734,4367,2589,1295,15:02.6,37:37.5,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",1354.913225,twitter
192.168.1.88,69.195.186.128,6,8734,4367,2588,1295,28:35.9,47:56.6,20,10,22,11,2,"['post_tweet', 'scroll_feed']",1160.723012,twitter
192.168.1.88,69.195.187.128,6,8774,4387,2588,1295,46:12.4,48:26.8,20,10,22,11,2,"['post_tweet', 'post_tweet']",134.40873,twitter
192.168.1.88,72.21.91.70,6,785414,394136,52814,15895,05:30.4,59:26.1,701,276,653,270,22,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet']",3235.759476,twitter
192.168.1.88,93.184.215.217,6,19996,5009,4008,1002,28:35.4,32:10.4,39,10,40,10,4,"['post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet']",215.047707,twitter
192.168.1.88,104.244.42.1,6,40686,5423,60684,10721,01:42.0,23:24.3,129,21,146,23,8,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",1302.293761,twitter
192.168.1.88,104.244.42.131,6,42424,5305,16142,2020,15:23.7,44:07.7,80,10,88,11,8,"['scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed']",1724.027119,twitter
192.168.1.88,104.244.42.193,6,25737,5234,40343,9541,28:57.5,39:57.3,79,18,90,21,5,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",659.860526,twitter
192.168.1.88,104.244.42.194,6,421961,62218,273695,30022,01:37.7,42:58.3,869,111,1010,126,10,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet']",2480.544035,twitter
192.168.1.88,104.244.42.195,6,21203,5305,8074,2021,01:42.0,35:03.2,40,10,44,11,4,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",2001.250585,twitter
192.168.1.88,104.244.42.198,6,12503,6253,3801,1901,56:32.9,57:01.9,22,11,22,11,2,"['scroll_feed', 'scroll_feed']",28.962898,twitter
192.168.1.88,104.244.42.2,6,324688,53668,227594,29524,28:50.6,57:13.4,689,93,792,108,9,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",1702.743122,twitter
192.168.1.88,104.244.42.3,6,26510,5305,10083,2018,19:15.8,57:06.0,50,10,55,11,5,"['scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",2270.267431,twitter
192.168.1.88,104.244.42.65,6,31232,5682,50373,9238,42:57.7,57:05.6,102,20,115,23,6,"['post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",847.906824,twitter
192.168.1.88,104.244.42.66,6,20627,8187,11320,5148,28:50.6,44:05.3,31,11,42,15,3,"['post_tweet', 'scroll_feed', 'scroll_feed']",914.70684,twitter
192.168.1.88,104.244.42.67,6,10601,5303,4037,2020,11:30.6,12:59.6,20,10,22,11,2,"['post_tweet', 'post_tweet']",89.010789,twitter
192.168.1.88,104.244.42.70,6,106114,6303,32336,1973,01:37.7,48:01.2,184,12,189,13,17,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet']",2783.48383,twitter
192.168.1.88,172.217.1.130,6,0,0,52,52,19:13.6,19:13.6,0,0,1,1,1,['scroll_feed'],0,twitter
192.168.1.88,172.217.12.42,6,0,0,52,52,19:13.6,19:13.6,0,0,1,1,1,['scroll_feed'],0,twitter
192.168.1.88,172.217.12.46,6,0,0,52,52,34:58.1,34:58.1,0,0,1,1,1,['post_tweet'],0,twitter
192.168.1.88,172.217.12.86,6,0,0,52,52,19:13.6,19:13.6,0,0,1,1,1,['scroll_feed'],0,twitter
192.168.1.88,172.217.9.142,6,0,0,52,52,19:13.6,19:13.6,0,0,1,1,1,['scroll_feed'],0,twitter
192.168.1.88,184.31.10.236,6,6089,6089,1126,1126,29:48.4,29:48.9,10,10,11,11,1,['scroll_feed'],0.541548,twitter
192.168.1.88,192.229.210.163,6,90197,5048,18158,1084,01:40.7,57:04.8,181,11,182,11,18,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",3324.053276,twitter
192.168.1.88,199.232.8.159,6,42722,37841,3273,2199,39:52.8,46:52.1,43,34,33,23,2,"['post_tweet', 'post_tweet']",419.282367,twitter
192.168.1.88,209.237.192.128,6,4368,4368,1352,1352,44:11.8,44:13.7,10,10,12,12,1,['scroll_feed'],1.863089,twitter
192.168.1.88,209.237.193.128,6,8958,4509,2860,1456,23:27.0,29:56.0,23,12,27,14,2,"['scroll_feed', 'scroll_feed']",389.011816,twitter
192.168.1.88,209.237.194.128,6,9118,4503,2995,1293,19:20.1,48:09.9,22,10,26,11,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",1729.785511,twitter
192.168.1.88,209.237.195.128,6,0,0,420,180,02:13.6,39:57.6,0,0,7,3,3,"['scroll_feed', 'post_tweet', 'post_tweet']",2264.031578,twitter
192.168.1.88,209.237.196.128,6,13508,4503,3879,1293,21:27.4,48:04.6,30,10,33,11,3,"['post_tweet', 'scroll_feed', 'post_tweet']",1597.180231,twitter
192.168.1.88,209.237.197.128,6,0,0,300,180,13:02.1,23:24.6,0,0,5,3,2,"['post_tweet', 'scroll_feed']",622.56147,twitter
192.168.1.88,209.237.198.128,6,4503,4503,1293,1293,23:26.7,23:27.0,10,10,11,11,1,['scroll_feed'],0.314794,twitter
192.168.1.88,209.237.199.128,6,4503,4503,1293,1293,56:36.8,56:37.1,10,10,11,11,1,['scroll_feed'],0.30121,twitter
192.168.1.88,209.237.200.128,6,18012,4503,5171,1293,01:40.5,57:05.8,40,10,44,11,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",3325.270986,twitter
192.168.1.88,209.237.201.128,6,0,0,480,180,29:47.2,48:07.7,0,0,8,3,3,"['scroll_feed', 'post_tweet', 'post_tweet']",1100.556678,twitter
192.168.1.88,209.237.202.128,6,0,0,360,180,02:08.6,29:21.0,0,0,6,3,2,"['scroll_feed', 'scroll_feed']",1632.467488,twitter
192.168.1.88,209.237.203.128,6,0,0,240,180,11:34.2,19:18.1,0,0,4,3,2,"['post_tweet', 'scroll_feed']",463.907996,twitter
192.168.1.88,31.13.93.19,6,25507,25507,7555,7555,11:27.3,11:28.7,34,34,28,28,1,['post_tweet'],1.376942,twitter
192.168.1.88,35.186.226.218,6,4555,4555,1290,1290,46:55.8,46:56.1,11,11,11,11,1,['post_tweet'],0.332768,twitter
192.168.1.88,35.244.206.129,6,20592,5215,4752,1239,01:40.1,44:14.0,54,14,44,11,4,"['scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed']",2553.835521,twitter
192.168.1.88,69.195.160.128,6,4503,4503,1295,1295,28:57.6,28:58.0,10,10,11,11,1,['post_tweet'],0.399202,twitter
192.168.1.88,69.195.161.128,6,0,0,180,180,15:27.3,15:30.3,0,0,3,3,1,['scroll_feed'],3.007555,twitter
192.168.1.88,69.195.163.128,6,4091,4091,1153,1153,21:28.1,21:28.5,7,7,9,9,1,['post_tweet'],0.397809,twitter
192.168.1.88,69.195.164.128,6,4503,4503,1294,1294,15:26.9,15:27.3,10,10,11,11,1,['scroll_feed'],0.42166,twitter
192.168.1.88,69.195.165.128,6,0,0,240,180,15:21.8,48:04.6,0,0,4,3,2,"['scroll_feed', 'post_tweet']",1962.753859,twitter
192.168.1.88,69.195.166.128,6,9065,4503,2940,1295,02:18.7,56:36.8,21,10,25,11,3,"['scroll_feed', 'post_tweet', 'scroll_feed']",3258.175978,twitter
192.168.1.88,69.195.167.128,6,0,0,420,180,29:55.8,56:43.2,0,0,7,3,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",1607.419669,twitter
192.168.1.88,69.195.169.128,6,0,0,240,180,12:57.1,29:28.5,0,0,4,3,2,"['post_tweet', 'scroll_feed']",991.415946,twitter
192.168.1.88,69.195.170.128,6,0,0,180,180,56:37.2,56:40.2,0,0,3,3,1,['scroll_feed'],3.004647,twitter
192.168.1.88,69.195.171.128,6,9367,4978,2892,1598,01:40.8,57:05.5,23,13,24,13,2,"['scroll_feed', 'scroll_feed']",3324.607035,twitter
192.168.1.88,69.195.173.128,6,0,0,360,180,01:43.5,29:26.4,0,0,6,3,2,"['scroll_feed', 'scroll_feed']",1662.867763,twitter
192.168.1.88,69.195.176.128,6,4527,4527,1537,1537,46:56.2,46:57.5,12,12,13,13,1,['post_tweet'],1.376932,twitter
192.168.1.88,69.195.177.128,6,0,0,240,120,19:20.5,28:59.0,0,0,4,2,2,"['scroll_feed', 'post_tweet']",578.486368,twitter
192.168.1.88,69.195.178.128,6,4388,4388,1294,1294,57:03.6,57:04.0,10,10,11,11,1,['scroll_feed'],0.385207,twitter
192.168.1.88,69.195.179.128,6,13509,4503,3883,1295,11:32.9,39:56.6,30,10,33,11,3,"['post_tweet', 'scroll_feed', 'post_tweet']",1703.69124,twitter
192.168.1.88,69.195.180.128,6,4503,4503,1294,1294,57:05.8,57:06.4,10,10,11,11,1,['scroll_feed'],0.551193,twitter
192.168.1.88,69.195.182.128,6,9006,4503,2590,1295,28:57.2,56:36.5,20,10,22,11,2,"['post_tweet', 'scroll_feed']",1659.307881,twitter
192.168.1.88,69.195.183.128,6,0,0,60,60,48:04.1,48:04.1,0,0,1,1,1,['post_tweet'],0,twitter
192.168.1.88,69.195.184.128,6,4367,4367,1295,1295,01:42.6,01:43.4,10,10,11,11,1,['scroll_feed'],0.833022,twitter
192.168.1.88,69.195.186.128,6,13101,4368,3881,1294,29:52.0,44:06.8,30,10,33,11,3,"['scroll_feed', 'post_tweet', 'scroll_feed']",854.739317,twitter
192.168.1.88,69.195.187.128,6,8774,4387,2588,1294,11:33.3,42:58.7,20,10,22,11,2,"['post_tweet', 'post_tweet']",1885.394869,twitter
192.168.1.88,72.21.91.70,6,96894,8442,20963,1880,01:40.7,57:04.8,186,13,187,14,18,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",3324.032408,twitter
192.168.1.88,104.244.42.1,6,20760,5363,38843,12242,05:42.1,58:20.4,69,19,80,22,4,"['post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",3158.265042,twitter
192.168.1.88,104.244.42.129,6,76941,5569,131665,11592,11:56.6,46:35.5,248,23,283,24,16,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",2078.871609,twitter
192.168.1.88,104.244.42.131,6,74237,5306,28253,2021,11:56.6,53:52.0,140,10,154,11,14,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed']",2515.363315,twitter
192.168.1.88,104.244.42.134,6,68706,6252,20881,1901,11:52.2,48:36.9,120,11,121,11,11,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",2204.709604,twitter
192.168.1.88,104.244.42.193,6,5370,5370,13224,13224,48:40.0,48:41.0,20,20,24,24,1,['scroll_feed'],0.938387,twitter
192.168.1.88,104.244.42.194,6,558844,52699,392335,29857,11:52.2,58:26.9,1235,104,1411,117,16,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",2794.637126,twitter
192.168.1.88,104.244.42.195,6,20680,5570,7559,2239,01:46.1,58:19.6,42,12,46,13,4,"['post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",3393.437701,twitter
192.168.1.88,104.244.42.198,6,12503,6252,3801,1901,01:42.1,05:38.3,22,11,22,11,2,"['post_tweet', 'post_tweet']",236.2687,twitter
192.168.1.88,104.244.42.2,6,357632,49392,271648,29800,01:42.1,48:48.5,817,90,944,102,12,"['post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed']",2826.484023,twitter
192.168.1.88,104.244.42.3,6,26512,5305,10095,2022,15:59.4,52:14.1,50,10,55,11,5,"['scroll_feed', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet']",2174.692562,twitter
192.168.1.88,104.244.42.6,6,56210,6253,17093,1903,30:59.1,41:17.7,98,11,99,11,9,"['scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",618.5454,twitter
192.168.1.88,104.244.42.67,6,15903,5303,6058,2021,05:42.2,48:41.2,30,10,33,11,3,"['post_tweet', 'post_tweet', 'scroll_feed']",2578.914675,twitter
192.168.1.88,104.244.42.70,6,18752,6251,5688,1897,52:09.4,58:15.2,33,11,33,11,3,"['post_tweet', 'scroll_feed', 'scroll_feed']",365.81974,twitter
192.168.1.88,172.217.12.36,6,1051,1051,2379,2379,48:39.7,48:39.9,7,7,8,8,1,['scroll_feed'],0.141267,twitter
192.168.1.88,172.217.12.42,6,5337,5337,2555,2555,39:01.5,39:01.9,15,15,20,20,1,['scroll_feed'],0.436208,twitter
192.168.1.88,172.217.6.130,17,8288,8288,4475,4475,39:01.5,39:01.7,13,13,16,16,1,['scroll_feed'],0.257724,twitter
192.168.1.88,172.217.9.174,6,12013,6417,11423,8252,20:54.8,39:02.2,32,17,45,23,2,"['post_tweet', 'scroll_feed']",1087.406591,twitter
192.168.1.88,172.217.9.22,6,4427,4427,2535,2535,39:01.6,39:01.9,14,14,20,20,1,['scroll_feed'],0.33989,twitter
192.168.1.88,184.31.10.236,6,4992,4992,1062,1062,48:39.7,48:39.9,9,9,10,10,1,['scroll_feed'],0.220165,twitter
192.168.1.88,184.31.10.237,6,5013,5013,1059,1059,12:23.7,12:24.0,9,9,10,10,1,['scroll_feed'],0.244201,twitter
192.168.1.88,192.229.210.163,6,121787,6111,24490,1126,01:45.1,58:18.3,245,12,247,12,24,"['post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",3393.146712,twitter
192.168.1.88,199.232.8.158,6,4818,4818,1025,1025,31:02.2,31:02.4,9,9,9,9,1,['scroll_feed'],0.231426,twitter
192.168.1.88,199.232.8.159,6,19524,4881,4296,1074,37:55.4,52:12.8,36,9,40,10,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",857.429935,twitter
192.168.1.88,209.237.192.128,6,8747,4379,2686,1382,36:12.1,38:53.6,20,10,23,12,2,"['post_tweet', 'scroll_feed']",161.493415,twitter
192.168.1.88,209.237.193.128,6,4978,4978,1646,1646,38:58.2,39:00.0,13,13,14,14,1,['scroll_feed'],1.804669,twitter
192.168.1.88,209.237.194.128,6,9006,4503,2586,1293,20:57.2,31:02.7,20,10,22,11,2,"['post_tweet', 'scroll_feed']",605.530956,twitter
192.168.1.88,209.237.195.128,6,0,0,120,120,21:31.9,21:32.9,0,0,2,2,1,['scroll_feed'],1.003357,twitter
192.168.1.88,209.237.196.128,6,4502,4502,1344,1344,39:01.6,39:02.1,10,10,12,12,1,['scroll_feed'],0.401671,twitter
192.168.1.88,209.237.197.128,6,0,0,660,180,05:45.8,53:52.3,0,0,11,3,5,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",2886.498375,twitter
192.168.1.88,209.237.198.128,6,13509,4503,3877,1293,21:52.1,58:18.3,30,10,33,11,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",2186.237006,twitter
192.168.1.88,209.237.199.128,6,4502,4502,1291,1291,58:20.9,58:21.2,10,10,11,11,1,['scroll_feed'],0.309617,twitter
192.168.1.88,209.237.200.128,6,18075,4567,5430,1554,21:23.2,46:34.8,41,11,45,12,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",1511.654355,twitter
192.168.1.88,209.237.201.128,6,0,0,240,180,33:15.3,35:50.1,0,0,4,3,2,"['post_tweet', 'post_tweet']",154.845301,twitter
192.168.1.88,209.237.202.128,6,0,0,600,180,16:58.7,31:04.6,0,0,10,3,4,"['post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",845.912364,twitter
192.168.1.88,31.13.93.19,6,1802,1802,3154,3154,36:35.7,36:36.0,10,10,12,12,1,['scroll_feed'],0.270757,twitter
192.168.1.88,31.13.93.63,6,1783,1783,3033,3033,58:15.3,58:15.5,11,11,12,12,1,['scroll_feed'],0.201921,twitter
192.168.1.88,35.186.207.124,6,18219,4607,5107,1290,20:07.6,53:57.1,44,12,43,11,4,"['scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",2029.417165,twitter
192.168.1.88,35.186.226.218,6,9162,4607,2580,1290,01:48.6,38:01.2,23,12,22,11,2,"['post_tweet', 'scroll_feed']",2172.598039,twitter
192.168.1.88,35.227.244.19,6,9162,4607,2672,1387,33:09.3,53:57.6,23,12,24,13,2,"['post_tweet', 'scroll_feed']",1248.254598,twitter
192.168.1.88,35.244.206.129,6,4960,4960,1171,1171,35:52.2,35:52.5,12,12,11,11,1,['post_tweet'],0.37697,twitter
192.168.1.88,54.243.33.91,6,7665,7665,1785,1785,30:58.4,30:58.9,9,9,12,12,1,['scroll_feed'],0.460423,twitter
192.168.1.88,69.195.160.128,6,18011,4503,5179,1295,18:36.2,53:56.7,40,10,44,11,4,"['scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",2120.564461,twitter
192.168.1.88,69.195.161.128,6,0,0,420,180,01:50.5,21:28.9,0,0,7,3,3,"['post_tweet', 'scroll_feed', 'scroll_feed']",1178.41466,twitter
192.168.1.88,69.195.162.128,6,12707,4503,3095,1294,16:58.2,36:13.7,25,10,28,11,3,"['post_tweet', 'post_tweet', 'post_tweet']",1155.519658,twitter
192.168.1.88,69.195.163.128,6,13509,4503,3885,1296,15:57.4,41:20.8,30,10,33,11,3,"['scroll_feed', 'scroll_feed', 'post_tweet']",1523.383987,twitter
192.168.1.88,69.195.164.128,6,9007,4504,2590,1295,31:01.6,48:40.7,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",1059.061858,twitter
192.168.1.88,69.195.165.128,6,0,0,180,180,38:53.2,38:56.2,0,0,3,3,1,['scroll_feed'],3.009082,twitter
192.168.1.88,69.195.166.128,6,4503,4503,1345,1345,58:20.5,58:20.8,10,10,12,12,1,['scroll_feed'],0.359936,twitter
192.168.1.88,69.195.167.128,6,0,0,660,180,05:40.2,37:58.8,0,0,11,3,4,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed']",1938.570099,twitter
